se méfier de, méfie-toi d;desconfia;"	Méfie-toi d'eux, ce ne sont pas de vrais amis.";10/12/2021;3;1,6;5;5;lecture15;verb;-
se servir de, me suis servi;utilitzar;Il y a longtemps que je ne me suis servi de cet appareil.;07/12/2021;3;1,6;5;5;lecture15;verb;-
se taire, me tais;callarse;"	Je me tais quand tu parles.";07/12/2021;3;1,36;4;5;lecture14;verb;-
selon moi;segons jo;Selon moi, ce ne peut être qu'une erreur.;07/12/2021;1;1,6;2;2;lecture16;idiom;opinion
semaine d'avant;semana anterior;J'ai regardé le couché du soleil en Patagonie la semaine d'avant.;14/12/2021;4;1,8;9;7;lecture13;ind temporel;-
semaine-là;aquella semana;Pour cette semaine-là, les manteaux pourraient être accrochés sur les pupitres et les chaises.;15/12/2021;4;1,9;10;8;lecture13;ind temporel;-
semblable;similar;Ses positions politiques sont semblables aux miennes.;31/01/2022;7;2;60;10;lecture2;adverb;-
sentir;olorar;J'aime sentir l'odeur de l'herbe coupée.;11/12/2021;6;1,9;30;10;lecture3;verb;-
servir de, sert de;servir com a;Cette chambre sert de bureau.;07/12/2021;3;1,6;5;5;lecture15;verb;-
slow;balada;Sont prèmière slow avec un garçon;16/12/2021;6;2,1;42;10;lecture2;name;-
soie;seda;J'adore toucher la soie.;03/02/2022;7;2;60;10;mine;name;-
soigneur;cuidador;La naissance des oursons émeut les soigneurs.;07/12/2021;3;1,6;5;5;mine;name;-
sorcière;bruixa;"	Je me méfie de cette sorcière de concierge.";12/12/2021;4;1,9;10;8;lecture12;name;-
sort;destí;"	Quel sera le sort de cet enfant ?";14/12/2021;4;1,7;9;7;lecture12;name;-
soulager, soulage;calma;L'aspirine soulage le mal de tête.;10/12/2021;3;1,6;5;5;lecture15;verb;-
soutien;sustent;compter sur sa famille c'est un grand soutien dans la vie;03/02/2022;7;2;60;10;lecture3;name;-
stimulant, stimulante;estimulant;L'idée d'une promotion a été très stimulante.;08/12/2021;3;1,6;5;5;lecture12;adjective;-
stocker, stocke;almacenar;Ce disque peut stocker beaucoup de données.;28/12/2021;5;2,18;26;10;lecture2;verb;-
subtitres;subtitles;Les subtitres du film sont en anglais;21/03/2022;6;2,6;109;10;lecture1;name;-
succéder, succédé;succeir;À l'amour a succédé la haine.;07/12/2021;0;1,3;2;1;mine;verb;-
sucrerie;dolços;Oublier ainsi des hamburgers, des hot dogs, des sucrerie-barres de Français;28/12/2021;6;1,9;30;10;lecture3;name;-
sucrerie;sucrera;En ce qui concerne la difficulté pour la sucrerie de s'approvisionner ailleurs;17/12/2021;6;2,1;42;10;mine;name;-
suite;resultado;Sa tristesse est la suite de son deuil.;07/12/2021;3;1,6;5;5;mine;name;-
surlendemain;passatdema;"	J'ai reçu ce colis le surlendemain de ma commande.";15/12/2021;4;1,9;10;8;lecture13;ind temporel;-
suspect;sospitós;Le policier vérifie l'identité des suspects.;17/12/2021;6;2,1;42;10;mine;name;-
tapis;alfombra;Nous avons mis un tapis devant le canapé.;12/12/2021;4;1,9;10;8;lecture12;name;-
tenue sportive;conjunt d'esport;Les soldats de cette armée ont une tenue sportive.;07/12/2021;0;1,58;2;1;lecture3;name;-
tolérance;tolerancia;L'Édit de Nantes était un exemple de tolérance religieuse.;12/12/2021;4;1,9;10;8;lecture12;adjective;-
toucher;tacte;Quel jouet permet de stimuler la vision et le toucher?;28/01/2022;7;2;60;10;lecture2;name;-
toucher;tocar;J'adore toucher la soie.;17/12/2021;6;2,1;42;10;lecture3;verb;-
tout à coup;de cop;"	Les oiseaux chantaient, puis avec l'éclipse, tout à coup ce fut le silence.";07/12/2021;3;1,6;5;5;lecture13;ind temporel;-
toute ma vie;during all my life;J'ai bossé comme un esclave, 1 dollar par jour toute ma vie.;24/01/2022;6;2,4;72;10;lecture1;idiom;-
touver que, trouve que;em sembla que;Je trouve que cette nouvelle coupe de cheveux te va bien.;07/12/2021;1;1,36;2;2;lecture16;verb;opinion
transmettre, transmet;transmetre;Ma grand-tante me transmet comment réussir des meringues.;17/12/2021;6;2,1;42;10;lecture3;verb;-
tâches ménagères;tareas del hogar;Avec mon mari, nous nous partageons les tâches ménagères.;08/12/2021;3;1,6;5;5;lecture15;name;-
témoignage;testimonis;Le témoignage du conducteur a innocenté le suspect.;15/01/2022;7;1,9;48;10;lecture2;name;-
vague;wave;Aujourd'hui, le vent provoque de fortes vagues.;07/01/2022;7;1,9;48;10;lecture1;name;-
valeurs;valors;Nous n'avons les mêmes valeurs que ces gens-là.;12/12/2021;4;1,9;10;8;lecture12;name;-
veaux;vedells;L'éleveur achète des veaux très jeunes, puis les engraisse et les revend.;12/12/2021;4;1,9;10;8;mine;name;-
veille;vispera;Nous sommes arrivés la veille du mariage.;10/12/2021;3;1,6;5;5;lecture13;ind temporel;-
veillées;velades;On fait souvent des veillées en colonie.;10/12/2021;3;1,6;5;5;lecture15;name;-
veuf, veuve;viuda;Depuis qu'elle est veuve, elle ne voit plus personne;10/12/2021;3;1,66;5;5;lecture3;name;-
village;village;Soses est une village;11/12/2021;5;2,48;42;10;lecture1;name;-
ville;city;Madrid est une ville.;21/03/2022;6;2,6;109;10;lecture1;name;-
vivre, vivent;viure;ce sont des gens qui vivent autour d'une unité commune;17/12/2021;6;2,1;42;10;lecture3;verb;-
vue;vista;Est-il plus facile de trouver sa nourriture par la vue ou par l'ouïe?;16/12/2021;6;2,1;42;10;lecture2;name;-
vécues;vivides;Il faut avoir des éxperiences vécues pour avoir des souvenirs;16/12/2021;6;2,1;42;10;lecture2;adjective;-
vêtements;roba;Commandez vos vêtements avec des déchirures...;27/03/2022;6;2,6;112;10;lecture1;name;-
À la fois;at the same time;Elle sortait avec toutes ces personnes à la fois.;21/03/2022;6;2,6;109;10;lecture1;adverb;-
À la prochain;adeu;À la prochain, au revoir;01/01/2022;6;1,98;34;10;lecture1;idiom;-
À plus;adeu;À plus, au revoir;07/12/2021;0;1,3;2;1;lecture1;idiom;-
Ça ne me plaît pas;Aixó no m'agrada;L'événement était vraiment dégoûtant, ça ne me plaît pas;28/12/2021;6;1,9;30;10;lecture8;idiom;-
Échelle;Escala;Je prends une échelle pour cueillir les fruits dans les arbres;01/01/2022;6;1,98;34;10;lecture6;name;-
Épanoui, Épanouit;Sentirse be;Sa nouvelle passion l'épanouit;14/12/2021;5;1,8;16;10;lecture4;verb;-
Épanouissement;Realizació;Depuis qu'elle vit à la campagne son épanouissement est total;07/01/2022;6;2,1;42;10;lecture6;name;-
Étendre, Étend;Extend;Dans l'hémisphère nord le printemps s'étend de mars à juin;07/12/2021;0;1,48;2;1;mine;verb;-
Événement;Event;Le journaliste a fait le résumé des événements de la journée;23/12/2021;6;2,1;42;10;lecture4;name;-
Éxperience;experiencia;Il faut avoir des éxperiences vécues pour avoir des souvenirs;11/12/2021;4;1,7;9;7;lecture2;name;-
Être au chômage, Sont au chômage;Estar al paro;L'entreprise a fait failite, alors les employés sont au chômage;24/12/2021;6;2;34;10;lecture6;idiom;-
Être fier de, est fière d;Estar orgullós de;Elle est fière d'avoir réussi son examen;19/12/2021;6;1,8;29;10;lecture6;verb;-
Être prêt à, Sont Prêtes à;estan llestes per;Nos framboises sont prêtes à être cueillies;28/12/2021;6;1,9;30;10;lecture8;prep verb;-
à portée;al alcance;Il ne faut pas laisser les produits ménagers à portée des enfants;10/12/2021;3;1,6;5;5;mine;adverb;-
âme;anima;Il a vendu son âme au diable.;07/12/2021;1;1,6;2;2;lecture16;name;-
écouter, écoute;escoltar;J'écoute de la musique dans ma voiture.;10/12/2021;6;1,98;34;10;lecture3;verb;-
écrivain;escriptor;Les écrivains célèbres vendent beaucoup de livres.;16/12/2021;6;2,1;42;10;lecture2;name;-
édit;edicte;L'Édit de Nantes était un exemple de tolérance religieuse.;12/12/2021;4;1,9;10;8;mine;name;-
élevage;ganaderia;Patricia a un grand élevage de poules.;08/12/2021;3;1,6;5;5;homework;name;-
éleveur;ganadero;L'éleveur achète des veaux très jeunes, puis les engraisse et les revend.;07/12/2021;3;1,6;5;5;homework;name;-
élevé;elevat;Le clocher de l'église est très élevé.;12/12/2021;4;1,9;10;8;homework;name;-
émotions;emocions;Elle affecte notre comportement, l'humeur et les émotions;11/02/2022;7;2,1;71;10;lecture2;name;-
émouvant, émouvante;emotiva;Sa lettre de remerciement est émouvante.;07/12/2021;0;1,3;2;1;lecture15;verb;-
énervé;molest;Il est énervé par le bruit incessant du marteau-piqueur.;07/12/2021;3;1,6;5;5;lecture15;name;-
énnemi, ennemies;enemigues;"	Les nations ennemies se font souvent la guerre.";12/12/2021;4;1,9;10;8;lecture12;name;-
éprouver, éprouve;experimenta;Elle éprouve toujours des difficultés à savoir comment écrire ce mot.;07/12/2021;0;1,3;2;1;lecture15;verb;-
éveiller;despertar;Il ne faut pas éveiller les somnambules.;10/12/2021;3;1,5;5;5;lecture15;verb;-
évoluer, évolue;evolucionar;La société évolue à un rythme sans précédent.;13/01/2022;7;1,9;48;10;lecture2;verb;-
évoquer, évoque;evocar;Ce film m'évoque toujours des souvenirs de jeunesse.;17/12/2021;6;2,1;42;10;lecture3;verb;-
être contre, sont contre;estar en contra de;Les députés de droite sont contre la réforme et vont tout faire pour ne pas qu’elle passe.;07/12/2021;0;1,3;2;1;lecture16;verb;opinion
être d'accord, suis d'accord;estic d'acord;Je suis d'accord avec toi, ce sera mieux l'après-midi.;07/12/2021;1;1,6;2;2;lecture16;verb;-
être habilles en, est habillé en;vesteix;il est habillé en super-héros;21/12/2021;5;1,8;16;10;lecture3;verb;-
être licencié;despedit;Le travailleur peut être licencié pour un motif légitime prévu par la loi et dûment vérifié;12/12/2021;7;1,8;31;10;lecture3;adjective;-
être pour, suis pour;estar a favor de;C'est pourquoi je suis pour une politique d'embauches massives dans les services publics;07/12/2021;1;1,6;2;2;lecture16;verb;opinion
être viré, sera viré;será transferit;le montant sera viré sur votre compte dans quelques jours;07/12/2021;0;1,3;2;1;mine;verb;-
être viré, seré viré;despedit;Je seré viré du travail parce qu'il n'y a pas d'argent;07/12/2021;3;1,6;5;5;lecture3;adjective;-
élan;impuls;Tu es un miracle, mon petit miracle, me disait-elle, dans un élan de tristesse;07/12/2021;0;1,5;0;0;book;name;-
accrochée à;aferrarse a;Elle s'est accrochée à ces coïncidences, à nos ressemblances;07/12/2021;0;1,5;0;0;book;verb;-
serrée contre;estrecharte contra;Depuis combien de temps ne m'a-t-elle plus serrée contre son coeur;07/12/2021;0;1,5;0;0;book;verb;-
manteau;abric;cette manière qu'elle a de porter son manteau;07/12/2021;0;1,5;0;0;book;name;-
fourrure;pell (fur);son manteau de renard gris et ce parfum dans la fourrure;07/12/2021;0;1,5;0;0;book;name;-
demeurer, demeurait;vivia;Papa demeurait en moi;07/12/2021;0;1,5;0;0;book;verb;-
Ange;angel;Quand d'autres disent mon ange;07/12/2021;0;1,5;0;0;book;name;-
allure;velocitat;Elle raconte n'importe quoi, à toute allure;07/12/2021;0;1,5;0;0;book;name;-
tueur à gages;asesino a sueldo;Poursuivie par un tueur à gages;07/12/2021;0;1,5;0;0;book;name;-
poursuivir, poursuivie;perseguida;Poursuivie par un tueur à gages;07/12/2021;0;1,5;0;0;book;verb;-
enrhumée;resfriada;Allée voter par procuration pour une vieille tante enrhumée;07/12/2021;0;1,5;0;0;book;adjective;-
noyade;ahogamiento;sauvé un chat de la noyade;07/12/2021;0;1,5;0;0;book;name;-
rendormie;tornar a dormir;Elle s'a rendormie;07/12/2021;0;1,5;0;0;book;verb;-
peine;pena;j'avais besoin de ses mensonges, même s'ils me faisaient de la peine;07/12/2021;0;1,5;0;0;book;name;-
lassitude;cansancio;Alors je fais semblant, par lassitude;07/12/2021;0;1,5;0;0;book;name;-
ricocher, ricoche;rebota;La realité ricoche, rien n'a d'importance;07/12/2021;0;1,5;0;0;book;verb;-
mousse;espuma;dessinera un coeur dans la mousse avec son doigt;07/12/2021;0;1,5;0;0;book;name;-
sombrer;hundirse;Une des dernières qu'elle ait faites avant de sombrer;07/12/2021;0;1,5;0;0;book;verb;-
étirés;estirats;Cette statue dorée, aux yeux étirés vers les tempes;07/12/2021;0;1,5;0;0;book;adjective;-
tempes;sien;Cette statue dorée, aux yeux étirés vers les tempes;07/12/2021;0;1,5;0;0;book;name;-
figé, figée;congelada;je me suis figée d'admiration;07/12/2021;0;1,5;0;0;book;adjective;-
tirer;extraer;j'ai compris quels avantages je pouvais tirer de la situation;07/12/2021;0;1,5;0;0;book;verb;-
classeur;carpeta;Je lui ai volé son book de mannequin, un grand classeur vert;07/12/2021;0;1,5;0;0;book;name;-
coins;corners;maman partout, aux quatre coins de la pièce;07/12/2021;0;1,5;0;0;book;name;-
lamé;laminado;maman en lamé argent;07/12/2021;0;1,5;0;0;book;adjective;-
écume;espuma;des vagues d'écume tout autour d'elle;07/12/2021;0;1,5;0;0;book;name;-
flacon;flascó;maman avec un flacon de Chanel Nº 5;07/12/2021;0;1,5;0;0;book;name;-
morcelé, morcelée;dividida;maman morcelée, la bouche sur une bouteille de champagne;07/12/2021;0;1,5;0;0;book;adjective;-
baignoire;bañera;maman en robe du soir dans une baignoire;07/12/2021;0;1,5;0;0;book;name;-
profil;perfil;maman de profil;07/12/2021;0;1,5;0;0;book;name;-
écœurement;nauseas;Cette odeur suffit à lui provoquer un écœurement.;07/12/2021;0;1,5;0;0;book;name;-
ailleurs;en otra parte;Maman toujours là et, pourtant, tellement ailleurs;07/12/2021;0;1,5;0;0;book;adverb;-
se chauffer, se chauffe;se calienta;elle se chauffe à leurs rayons et glisse de l'un à l'autre;07/12/2021;0;1,5;0;0;book;verb;-
glisser, glisse;desliza;elle se chauffe à leurs rayons et glisse de l'un à l'autre;07/12/2021;0;1,5;0;0;book;verb;-
pousser, pousse;empuja;son apétit solide la pousse à voir dans chaque homme;07/12/2021;0;1,5;0;0;book;verb;-
mépris;menyspreu;son apétit solide nourri d'un certain mépris;07/12/2021;0;1,5;0;0;book;name;-
débauche;desenfreno;c'est amusant, finalment, la débauche;07/12/2021;0;1,5;0;0;book;name;-
essore;exprimir;elle épuise ses amants, les essore;07/12/2021;0;1,5;0;0;book;verb;-
audace;impertinencia;D'ailleurs, s'ils ont l'indélicatesse de s'accrocher, quelle audace!, elle s'en débrasse aussitôt;07/12/2021;0;1,5;0;0;book;name;-
débrasser, débrasse;desfá;D'ailleurs, s'ils ont l'indélicatesse de s'accrocher, quelle audace!, elle s'en débrasse aussitôt;07/12/2021;0;1,5;0;0;book;verb;-
aussitôt;enseguida;D'ailleurs, s'ils ont l'indélicatesse de s'accrocher, quelle audace!, elle s'en débrasse aussitôt;07/12/2021;0;1,5;0;0;book;adverb;-
doublures;dobles;Ils n'étaient que de pâles doublures de papa;07/12/2021;0;1,5;0;0;book;name;-
foudre;rayo;Espérait-elle un coup de foudre à la mairie;07/12/2021;0;1,5;0;0;book;name;-
mairie;ajuntament;Espérait-elle un coup de foudre à la mairie;07/12/2021;0;1,5;0;0;book;name;-
absourdi, absourdie;atonito;Élodie fut absourdie en apprenant cette nouvelle.;07/12/2021;0;1,5;0;0;book;adjective;-
moindre;más pequeña;S'accroche à la moindre miette;07/12/2021;0;1,5;0;0;book;adjective;-
miette;mijaga;S'accroche à la moindre miette;07/12/2021;0;1,5;0;0;book;name;-
effilé;alargado;Son profil effilé;07/12/2021;0;1,5;0;0;book;adjective;-
remettre, remettait;volvía a poner;quand elle se remettait du rouge;07/12/2021;0;1,5;0;0;book;verb;-
veiller sur;velar por;Laisse-moi veiller sur toi;07/12/2021;0;1,5;0;0;book;verb;-
s'éveille en sursaut;despertarse con un sobresalto;Parfois, elle s'éveille en sursaut, il est là;07/12/2021;0;1,5;0;0;book;verb;-
aperçoit;apreciaba;elle aperçoit au loin son long manteau noir;07/12/2021;0;1,5;0;0;book;verb;-
banditisme;bandolerismo;elle se consume dans l'alcool, les pharmacopées ou le petit banditisme;07/12/2021;0;1,5;0;0;book;name;-
paupières;parpados;les paupières lourdes, se regarde dépérir avec une certaine volupté;07/12/2021;0;1,5;0;0;book;name;-
dépérir;debilitarse;les paupières lourdes, se regarde dépérir avec une certaine volupté;07/12/2021;0;1,5;0;0;book;verb;-
souveraine;soberana;ses airs d'ange déchu, mais souveraine comme jamais;07/12/2021;0;1,5;0;0;book;adjective;-
dépasse;sobrepasa;ou la dépasse je lui donne de l'Alice quand elle est là;07/12/2021;0;1,5;0;0;book;verb;-
gré;agrado;elle avait décidé, contre mon gré, de se rendre à une réunion;07/12/2021;0;1,5;0;0;book;name;-
ivre;ebria;elle est arrivée, splendide mais ivre morte;07/12/2021;0;1,5;0;0;book;adjective;-
ribambelle;montón;une ribambelle de petits romanichels un-pieds;07/12/2021;0;1,5;0;0;book;adverb;-
romanichels;gitanos;une ribambelle de petits romanichels un-pieds;07/12/2021;0;1,5;0;0;book;name;-
tue-tête;viva voz;une ribambelle de petits romanichels un-pieds chantant à tue-tête;07/12/2021;0;1,5;0;0;book;name;-
paillard;subida de tono;une ribambelle de petits romanichels un-pieds chantant à tue-tête des airs paillards;07/12/2021;0;1,5;0;0;book;adjective;-
pouce;pulgar;J'eétais en queue du train, un pouce dans la bouche;07/12/2021;0;1,5;0;0;book;name;-
affublée;vestir ridiculamente;J'eétais en queue du train, un puce dans la bouche, affublée d'une cape orange;07/12/2021;0;1,5;0;0;book;verb;-
au bout du monde;al fin del mundo;Capable de me laisser des mois sans nouvelles et aller au bout du monde;07/12/2021;0;1,5;0;0;book;idiom;-
pouilleuse;piojosa;Elle habite dans une prison pouilleuse;07/12/2021;0;1,5;0;0;book;adjective;-
toit;tejado;Ce n'était peut-être pas la peine d'aller le crier sur les toits de l'école;07/12/2021;0;1,5;0;0;book;name;-
tordue;deformada;Sa bouche tordue, son expresion butée, ses cheveux paille;07/12/2021;0;1,5;0;0;book;adjective;-
buté, butée;enojada;Sa bouche tordue, son expresion butée, ses cheveux paille;07/12/2021;0;1,5;0;0;book;verb;-
tort;fallado;Maman pensait-elle que j'étais trop petite pour comprendre? Elle n'avait pas tort;07/12/2021;0;1,5;0;0;book;adjective;-
poireau, poireaux;puerros;Tarte aux poireaux;07/12/2021;0;1,5;0;0;book;name;-
Fameuse;famosa;Mais je vous conseille la potée auvergnate. Fameuse;07/12/2021;0;1,5;0;0;book;adjective;-
Débarque;desembarque;tout va bien pour moi, elle débarque sans crier gare;07/12/2021;0;1,5;0;0;book;verb;-
crier;gritar;tout va bien pour moi, elle débarque sans crier gare;07/12/2021;0;1,5;0;0;book;verb;-
flatte;halaga;Il est délicieux et flatte mon orgueil;07/12/2021;0;1,5;0;0;book;verb;-
baisers;besos;Est-ce lui que j'aime ou ses baisers?;07/12/2021;0;1,5;0;0;book;name;-
me rassure;me tranquiliza;Ma ligne de vie est très courte, cela me rassure;07/12/2021;0;1,5;0;0;book;verb;-
guère;apenas;Il ne m'en fallait guère davantage;07/12/2021;0;1,5;0;0;book;adverb;-
falloir, fallait;hacer falta;Il ne m'en fallait guère davantage;07/12/2021;0;1,5;0;0;book;verb;-
foi;fe;ma foi est intacte, et j'apercevrai à mon tour;07/12/2021;0;1,5;0;0;book;name;-
méprisé;despreciar;Tu as toujours méprisé le confort et practiqué les loyers en retard;07/12/2021;0;1,5;0;0;book;verb;-
huissiers;agente judicial;Tu n'as jamais cédé aux plaisirs de la poutre app, ni aux contraintes des huissiers;07/12/2021;0;1,5;0;0;book;name;-
contraintes;coacciones;Tu n'as jamais cédé aux plaisirs de la poutre app, ni aux contraintes des huissiers;07/12/2021;0;1,5;0;0;book;name;-
relais-château;parador;Tu dors dans un relais-château ou un suatt à Vincennes;07/12/2021;0;1,5;0;0;book;name;-
brouiller, brouilles;infieres;Tu t'en fichers, tu brouilles les pistes, tu t'y perds, cela te fait rire;07/12/2021;0;1,5;0;0;book;verb;-
